_id,Nombre de la presa,Latitud,Longitud,Altitud,Estado,Municipio,Cuenca de disponibilidad,Región hidrológica,NAME Elevación (msnm),NAME Almacenamiento (hm³),NAMO Elevación (msnm),NAMO Almacenamiento (hm³),Elevación Actual (msnm),Almacenamiento Actual (hm³),% de llenado actual
665117fa22e03d3d869c0ccb,"Tacotán, Jal.",20.036111,-104.320278,1330,Jalisco,Unión de Tula,Tacotán,Armería-Coahuayana,1844.27,12.212,1841.5,7.364,1832.32,0.724,10
665117fa22e03d3d869c0ccc,"El Salto, Jal.",21.037222,-102.705,0,Jalisco,Valle de Guadalupe,Río del Valle,Lerma Santiago,1724.84,13.85,1722.85,10.49,1716.96,4.138,39
665117fa22e03d3d869c0ccd,"Vicente C. Villaseñor, Jal.",19.939722,-102.941667,0,Jalisco,Valle de Juárez,Río Tepalcatepec,Balsas,1406.29,169,1403.06,149.239,1383.68,69.834,47
665117fa22e03d3d869c0cce,"El Estribón, Jal.",21.185556,-102.900556,0,Jalisco,Yahualica de González Gallo,Río Verde 1,Lerma Santiago,748,418,746.46,393.36,733.3,284.8,72
665117fa22e03d3d869c0ccf,"Chila, Jal.",20.489722,-102.944167,0,Jalisco,Zapotlán del Rey,Río Santiago 1,Lerma Santiago,1921.03,21.5,1918.9,16,1911.67,3.903,24
665117fa22e03d3d869c0cd0,"La Colonia, Jal.",20.43,-102.931944,0,Jalisco,Zapotlán del Rey,Río Santiago 1,Lerma Santiago,99,9279.71,98,8126.41,93.34,3048.729,38
665117fa22e03d3d869c0cd1,"Ing. Elías González Chávez, Jal.",20.680833,-102.976111,0,Jalisco,Zapotlanejo,Río Santiago 1,Lerma Santiago,103.4,6.5,103,5.775,102.55,4.421,77
665117fa22e03d3d869c0cd2,"El Molino, Méx.",20.124167,-99.739722,2740,México,Aculco,Arroyo Zarco,Pánuco,1462.66,22.624,1462.66,22.624,1458.98,4.99,22
665117fa22e03d3d869c0cd3,"Ñadó, Méx.",20.038611,-99.864444,2500,México,Aculco,Río Ðado,Pánuco,1881.41,7.74,1880,6.378,1878.15,5.048,79
665117fa22e03d3d869c0cd4,"Ignacio Ramírez, Méx.",19.461667,-99.775,2557,México,Almoloya de Juárez,Río La Gavia,Lerma Santiago,1812.5,118.54,1810.16,85,1806.93,60.417,71
665117fa22e03d3d869c0cd5,"Francisco José Trinidad Fabela, Méx.",19.829167,-99.790278,2812,México,Atlacomulco,Río Lerma 2,Lerma Santiago,1620,100,1618,80,1608.22,17.604,22
665117fa22e03d3d869c0cd6,"Sierra de Guadalupe, Méx.",19.635556,-99.252222,2290,México,Cuautitlán Izcalli,Río Cuautitlán,Pánuco,1258.86,80,1257,44.035,1255.38,19.542,44
665117fa22e03d3d869c0cd7,"Danxhó, Méx.",19.884722,-99.559722,1249,México,Jilotepec,Presa Endhó,Pánuco,1878,18.12,1877,14.44,1875.84,10.316,71
665117fa22e03d3d869c0cd8,"Madín, Méx.",19.526944,-99.260833,2325,México,Naucalpan de Juárez,Ciudad de México,Pánuco,301.11,285.742,292.37,203.388,278.68,111.831,55
665117fa22e03d3d869c0cd9,"San Andrés Tepetitlán, Méx.",19.660833,-99.961389,2584,México,San Felipe del Progreso,Río Jaltepec,Lerma Santiago,1209.36,324,1201.4,250,1178.98,103.614,41
665117fa22e03d3d869c0cda,"José Antonio Alzate, Méx.",19.465833,-99.704722,2571,México,Temoaya,Río Lerma 2,Lerma Santiago,1794.7,18.3,1792.5,14.25,1786.65,5.582,39
665117fa22e03d3d869c0cdb,"La Concepción, Méx.",19.695,-99.304444,2360,México,Tepotzotlán,Río Cuautitlán,Pánuco,1665,56.15,1663.46,51.675,1645.9,17.35,34
665117fa22e03d3d869c0cdc,"Huapango, Méx.",20.046389,-99.696944,2623,México,Timilpan,Arroyo Zarco,Pánuco,1806.58,8.85,1805.5,7.5,1802.7,4.325,58
665117fa22e03d3d869c0cdd,"Valle de Bravo, Méx.",19.2075,-100.18,2476,México,Valle de Bravo,Río Cutzamala,Balsas,2001.95,38.96,1998.75,30.625,1985.24,4.888,16
665117fa22e03d3d869c0cde,"Taxhimay, Méx.",19.834722,-99.385278,0,México,Villa del Carbón,Presa Requena,Pánuco,1336.1,29,1332.6,20,1326.73,8.914,45
665117fa22e03d3d869c0cdf,"Villa Victoria, Méx.",19.461667,-100.055556,2577,México,Villa Victoria,Río Cutzamala,Balsas,139.2,707.62,129.37,442.758,122.85,300.176,68
665117fa22e03d3d869c0ce0,"Melchor Ocampo, Mich.",20.127222,-101.724444,1720,Michoacán de Ocampo,Angamacutiro,Río Angulo,Lerma Santiago,437.68,807.15,429.45,590.025,410.75,263.189,45
665117fa22e03d3d869c0ce1,"Infiernillo, Mich.",18.266667,-101.883333,194,Michoacán de Ocampo,Arteaga,Río Bajo Balsas,Balsas,99,1,98.7,0.762,98.67,0.756,99
665117fa22e03d3d869c0ce2,"Tepuxtepec, Mich.",20.000278,-100.229167,2380,Michoacán de Ocampo,Contepec,Río Lerma 2,Lerma Santiago,1993.8,28.305,1993.5,25.344,1989.67,2.005,8
665117fa22e03d3d869c0ce3,"San Juanico, Mich.",19.839444,-102.651389,0,Michoacán de Ocampo,Cotija,Río Tepalcatepec,Balsas,2377.84,18.754,2376.6,15.675,2372.68,7.898,50
665117fa22e03d3d869c0ce4,"Agostitlán, Mich.",19.579722,-100.608889,2520,Michoacán de Ocampo,Hidalgo,Río Cutzamala,Balsas,1604.56,71.69,1603.86,60.545,1601.35,30.381,50
665117fa22e03d3d869c0ce5,"Pucuato, Mich.",19.621389,-100.684167,2486,Michoacán de Ocampo,Hidalgo,Río Cutzamala,Balsas,2508.95,5.875,2508,5.043,2502.6,1.506,30
665117fa22e03d3d869c0ce6,"Sabaneta, Mich.",19.622778,-100.669444,2510,Michoacán de Ocampo,Hidalgo,Río Cutzamala,Balsas,2057,13.132,2055.98,10.299,2051.11,0.44,4
665117fa22e03d3d869c0ce7,"Aristeo Mercado, Mich.",19.926111,-101.661111,1998,Michoacán de Ocampo,Jiménez,Río Angulo,Lerma Santiago,1688.45,17.096,1687.95,14.59,1684,0.458,3
665117fa22e03d3d869c0ce8,"Copándaro, Mich.",20.001667,-102.861389,1997,Michoacán de Ocampo,Jiquilpan,Río Lerma 7,Lerma Santiago,1580.42,9.265,1578.91,6.028,1576.33,1.993,33
665117fa22e03d3d869c0ce9,"Los Ángeles, Mich.",20.248889,-101.626667,1687,Michoacán de Ocampo,José Sixto Verduzco,Río Lerma 5,Lerma Santiago,1580.11,29.79,1580.01,28.677,1577.08,2.477,9
665117fa22e03d3d869c0cea,"Zicuirán, Mich.",18.921111,-101.931944,0,Michoacán de Ocampo,La Huacana,Río Bajo Balsas,Balsas,301.44,47.485,299,36.294,292.56,15.129,42
665117fa22e03d3d869c0ceb,"José María Morelos y Pavón, Mich.",18.048333,-102.180278,92,Michoacán de Ocampo,Lázaro Cárdenas,Río Bajo Balsas,Balsas,56.73,686.94,51.2,545.93,50.22,520.935,95
665117fa22e03d3d869c0cec,"Laguna del Fresno, Mich.",19.838056,-100.406389,2078,Michoacán de Ocampo,Maravatío,Río Lerma 3,Lerma Santiago,1745.68,10.923,1745,8.282,1741.68,2.294,28
665117fa22e03d3d869c0ced,"Coíntzio, Mich.",19.629722,-101.259167,2096,Michoacán de Ocampo,Morelia,Lago de Cuitzeo,Lerma Santiago,2428.58,17.332,2427.58,14.972,2420.7,3.102,21
665117fa22e03d3d869c0cee,"Pátzcuaro, Mich.",19.542778,-101.616944,2042,Michoacán de Ocampo,Pátzcuaro,Lago de Pátzcuaro,Lerma Santiago,2350,537.527,2348.11,449.97,2342.35,232.614,52
665117fa22e03d3d869c0cef,"Malpaís, Mich.",19.829167,-100.873611,1859,Michoacán de Ocampo,Queréndaro,Lago de Cuitzeo,Lerma Santiago,2500,11.534,2499,9.485,2493.55,1.667,18
665117fa22e03d3d869c0cf0,"Tercer Mundo, Mich.",19.766389,-100.299167,2466,Michoacán de Ocampo,Senguio,Río Lerma 3,Lerma Santiago,1714.41,249.843,1711.9,194.454,1706.32,91.29,47
665117fa22e03d3d869c0cf1,"Los Olivos, Mich.",19.210833,-102.865556,379,Michoacán de Ocampo,Tepalcatepec,Río Tepalcatepec,Balsas,1843.56,27.249,1842.53,18.512,1839.84,3.609,19
665117fa22e03d3d869c0cf2,"Urepetiro, Mich.",19.962222,-102.137778,1807,Michoacán de Ocampo,Tlazazalca,Río Duero,Lerma Santiago,421,16.271,418,10.262,411.82,2.804,27
665117fa22e03d3d869c0cf3,"Guaracha, Mich.",19.979167,-102.541389,1580,Michoacán de Ocampo,Villamar,Río Lerma 7,Lerma Santiago,1534.9,10,1533.88,8.837,1531.6,0.098,1
665117fa22e03d3d869c0cf4,"Jaripo, Mich.",19.958333,-102.601944,1587,Michoacán de Ocampo,Villamar,Río Lerma 7,Lerma Santiago,1743,220.1,1741.4,202.4,1726.13,68.632,34
665117fa22e03d3d869c0cf5,"De Gonzalo, Mich.",20.304444,-102.436944,1534,Michoacán de Ocampo,Vista Hermosa,Río Lerma 7,Lerma Santiago,1989.209,9.717,1987.659,2.752,1995.36,0.211,8
665117fa22e03d3d869c0cf6,"El Bosque, Mich.",19.387778,-100.421111,1909,Michoacán de Ocampo,Zitácuaro,Río Cutzamala,Balsas,2001.32,79.233,1995.97,50.84,1985.08,14.951,29
665117fa22e03d3d869c0cf7,"El Rodeo, Mor.",18.765278,-99.331389,1200,Morelos,Miacatlán,Río Amacuzac,Balsas,1166.5,33.137,1164.2,26.984,1152.19,2.137,8
665117fa22e03d3d869c0cf8,"Leonardo Rodríguez Alcaine, Nay.",21.428333,-104.450833,0,Nayarit,Santa María del Oro,Río Santiago 4,Lerma Santiago,232,6950,222,5785.16,195.28,3354.4,58
665117fa22e03d3d869c0cf9,"Aguamilpa Solidaridad, Nay.",21.839167,-104.802222,0,Nayarit,Tepic,Río Santiago 5,Lerma Santiago,66.1,35.591,63.41,26.179,62.59,23.63,90
665117fa22e03d3d869c0cfa,"Reguladora San Rafael, Nay.",21.8,-104.8,0,Nayarit,Tepic,Río Santiago 6,Lerma Santiago,578,2392.88,575,2292.92,538.89,1317.57,57
665117fa22e03d3d869c0cfb,"Salinillas, N.L.",27.429167,-100.372222,233,Nuevo León,Anáhuac,Río Salado,Bravo Conchos,394,2393.11,391,2282.13,369.94,1554.746,68
665117fa22e03d3d869c0cfc,"Cuchillo Solidaridad, N.L.",25.711667,-99.276944,145,Nuevo León,China,Río San Juan 1,Bravo Conchos,166.66,1784.292,162.35,1123.143,154.29,374.622,33
665117fa22e03d3d869c0cfd,"José López Portillo, N.L.",24.9375,-99.399722,270,Nuevo León,Linares,Río Pablillo 2,San Fernando-Soto La Marina,449.2,42.657,448.54,39.49,441.66,14.315,36
665117fa22e03d3d869c0cfe,"Rodrigo Gómez, N.L.",25.428056,-100.128056,460,Nuevo León,Santiago,Río San Juan 1,Bravo Conchos,232,19.011,232,19.011,230.29,11.395,60
665117fa22e03d3d869c0cff,"Miguel de la Madrid Hurtado, Oax.",17.999167,-96.263611,42,Oaxaca,San Lucas Ojitlán,Río Santo Domingo,Papaloapan,285.5,393,282.52,300,263.13,17.682,6
665117fa22e03d3d869c0d00,"Yosocuta, Oax.",17.724444,-97.826111,1410,Oaxaca,San Marcos Arteaga,Río Mixteco,Balsas,70.01,3547.16,64.86,2599.51,54.55,1184.82,46
665117fa22e03d3d869c0d01,"Presidente Alemán, Oax.",18.232222,-96.412222,80,Oaxaca,San Miguel Soyaltepec,Río Tonto,Papaloapan,68.5,9105.54,66.5,8119.09,54.01,3295.68,41
665117fa22e03d3d869c0d02,"Presidente Benito Juárez, Oax.",16.445556,-95.397778,180,Oaxaca,Santa María Jalapa del Marqués,Río Tehuantepec 1,Tehuantepec,139.85,1726.747,124.25,720.317,109.42,212.196,29
665117fa22e03d3d869c0d03,"La Laguna, Hgo.",20.135556,-98.128333,2050,Puebla,Acaxochitlán,Río Cazones,Norte de Veracruz,1512.55,57.26,1509.7,47.226,1500.5,24.1,51
665117fa22e03d3d869c0d04,"Los Reyes, Hgo.",20.174722,-98.131944,2260,Puebla,Acaxochitlán,Río Cazones,Norte de Veracruz,2062,391.489,2059.02,300.654,2050.24,117.611,39
665117fa22e03d3d869c0d05,"Tenango, Pue.",20.199444,-97.983333,1260,Puebla,Huauchinango,Río Tecolutla,Norte de Veracruz,805,14.98,804.5,13.9,799.88,6.206,45
665117fa22e03d3d869c0d06,"Necaxa, Pue.",20.216667,-98.000556,1364,Puebla,Juan Galindo,Río Tecolutla,Norte de Veracruz,1351.4,46.576,1345.6,28.479,1335.06,7.25,25
665117fa22e03d3d869c0d07,"Manuel Ávila Camacho, Pue.",18.9125,-98.108611,2060,Puebla,Puebla,Río Bajo Atoyac,Balsas,1343,39.283,1338,29.055,1330.32,15.828,54
665117fa22e03d3d869c0d08,"Nexapa, Pue.",20.168333,-97.984722,1340,Puebla,Tlaola,Río Tecolutla,Norte de Veracruz,1362.35,15.313,1360,12.5,1354.58,6.081,49
665117fa22e03d3d869c0d09,"La Soledad, Pue.",19.960833,-97.446667,1590,Puebla,Tlatlauquitepec,Río Tecolutla,Norte de Veracruz,1905.15,8.042,1902.1,5.791,1886.9,0.432,7
665117fa22e03d3d869c0d0a,"San Ildefonso, Qro.",20.198611,-99.9625,0,Querétaro,Amealco de Bonfil,Río Ðado,Pánuco,784.55,11.2,780.55,8,769.65,2.231,28
665117fa22e03d3d869c0d0b,"El Batán, Qro.",20.504167,-100.412222,1881,Querétaro,Corregidora,Río Querétaro,Lerma Santiago,2242.5,58.026,2239,47.812,2210.96,0.807,2
665117fa22e03d3d869c0d0c,"Jalpan, Qro.",21.230278,-99.479722,760,Querétaro,Jalpan de Serra,Río Santa María 3,Pánuco,1907.68,3.777,1906.68,2.479,1904,0,0
665117fa22e03d3d869c0d0d,"La Venta, Qro.",20.498611,-100.190556,0,Querétaro,Pedro Escobedo,Río San Juan 1,Pánuco,1891.1,14.414,1890,9.312,1887.5,0,0
665117fa22e03d3d869c0d0e,"Constitución de 1917, Qro.",20.418611,-100.080278,1295,Querétaro,San Juan del Río,Río Galindo,Pánuco,1882.5,14.178,1881.55,9.781,1871.25,0,0
665117fa22e03d3d869c0d0f,"La Llave, Qro.",20.461944,-99.994722,0,Querétaro,San Juan del Río,Río San Juan 1,Pánuco,1928.39,76.461,1927.06,66.08,1910.83,0.907,1
665117fa22e03d3d869c0d10,"El Centenario, Qro.",20.513333,-99.897778,1820,Querétaro,Tequisquiapan,Río San Juan 1,Pánuco,1933.7,5.656,1933.3,5.223,1923.82,0.359,7
665117fa22e03d3d869c0d11,"Cañada del Lobo, S.L.P.",22.094722,-100.9675,1929,San Luis Potosí,San Luis Potosí,Presa San José - Los Pilares y otras,El Salado,1788.1,22.4,1783.8,9.51,1773.78,0.11,1
665117fa22e03d3d869c0d12,"Gonzalo N. Santos, S.L.P.",22.092222,-101.098611,2115,San Luis Potosí,San Luis Potosí,Presa San José - Los Pilares y otras,El Salado,2000.85,5.199,1996.8,3.293,1979.4,0.014,0
665117fa22e03d3d869c0d13,"El Potosino, S.L.P.",22.099722,-101.078056,1950,San Luis Potosí,San Luis Potosí,Presa San José - Los Pilares y otras,El Salado,2047.87,9.054,2044.85,6.685,2029.01,0.316,5
665117fa22e03d3d869c0d14,"San José, S.L.P.",22.150278,-101.054444,1960,San Luis Potosí,San Luis Potosí,Presa San José - Los Pilares y otras,El Salado,1962.1,2.161,1958.8,1.244,1952.32,0.193,16
665117fa22e03d3d869c0d15,"La Muñeca, S.L.P.",21.629444,-100.548333,1778,San Luis Potosí,Tierra Nueva,Río Santa María 1,Pánuco,1841.75,31,1837.7,24.14,1825.72,5.29,22
665117fa22e03d3d869c0d16,"Valentín Gama, S.L.P.",21.88,-100.820556,1789,San Luis Potosí,Villa de Reyes,Arroyo Altamira,Pánuco,183.48,4034.52,176,3086.61,131.71,208.374,7
665117fa22e03d3d869c0d17,"Adolfo López Mateos, Sin.",25.101389,-107.388333,111,Sinaloa,Badiraguato,Río Humaya,Sinaloa,162.17,987.522,156.2,687.988,130.82,51.606,8
665117fa22e03d3d869c0d18,"Luis Donaldo Colosio, Sin.",26.844722,-108.367778,168,Sinaloa,Choix,Río Fuerte 1,Sinaloa,164.64,815.592,154.5,403.9,139.52,111.262,28
665117fa22e03d3d869c0d19,"José López Portillo, Sin.",24.571667,-106.807222,1470,Sinaloa,Cosalá,Río San Lorenzo 2,Sinaloa,290,4567.08,274,3202.16,214.99,498.707,16
665117fa22e03d3d869c0d1a,"Juan Guerrero Alcocer, Sin.",24.753611,-107.059444,0,Sinaloa,Culiacán,Río Culiacán,Sinaloa,112.65,685.11,109.5,519.28,92.91,46.152,9
665117fa22e03d3d869c0d1b,"Sanalona, Sin.",24.815,-107.151389,170,Sinaloa,Culiacán,Río Culiacán,Sinaloa,286.95,3966.17,272.16,2580.19,221.35,288.279,11
665117fa22e03d3d869c0d1c,"Josefa Ortiz de Domínguez, Sin.",26.426944,-108.7025,300,Sinaloa,El Fuerte,Río Fuerte 2,Sinaloa,176.28,102,168.5,54.684,150.21,4.483,8
665117fa22e03d3d869c0d1d,"Miguel Hidalgo, Sin.",26.509722,-108.58,300,Sinaloa,El Fuerte,Río Fuerte 2,Sinaloa,252.5,2687.074,237.06,1618.751,203.82,322.183,20
665117fa22e03d3d869c0d1e,"Ing. Aurelio Benassini Vizcaíno, Sin.",24.121944,-106.695833,35,Sinaloa,Elota,Río Habitas,Sinaloa,196.61,469.2,188.45,294.578,169.52,70.241,24
665117fa22e03d3d869c0d1f,"Lic. Eustaquio Buelna, Sin.",25.484722,-108.065556,0,Sinaloa,Salvador Alvarado,Río Mocorito 2,Sinaloa,148,4171.273,140.83,3096.63,104.28,217.126,7
665117fa22e03d3d869c0d20,"Ing. Guillermo Blake Águilar, Sin.",26.103611,-108.3275,150,Sinaloa,Sinaloa,Arroyo Ocoroni,Sinaloa,68.85,264.95,63.54,80.08,57.44,7.202,9
665117fa22e03d3d869c0d21,"Gustavo Díaz Ordaz, Sin.",25.856667,-107.911111,1470,Sinaloa,Sinaloa,Río Sinaloa 1,Sinaloa,228.4,284.47,226.98,219.52,214,0,0
665117fa22e03d3d869c0d22,"Adolfo Ruíz Cortínes, Son.",27.226111,-109.106667,148,Sonora,Álamos,Río Mayo 2,Sonora Sur,145.47,1822.141,138.46,1200,97.76,10.413,1
665117fa22e03d3d869c0d23,"Agua Caliente, Son.",27.75,-109.887778,0,Sonora,Cajeme,Río Yaqui 3,Sonora Sur,112.2,4478.215,105.5,3023.14,81.13,387.837,13
665117fa22e03d3d869c0d24,"Álvaro Obregón, Son.",27.8225,-109.8925,116,Sonora,Cajeme,Río Yaqui 2,Sonora Sur,79.6,41.16,79.1,37.58,75.09,15.323,41
